id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,platform
tm11864,Pocahontas,MOVIE,"Pocahontas, daughter of a Native American tribe chief, falls in love with an English soldier as colonists invade 17th century Virginia.",1995,G,82,"['romance', 'animation', 'drama', 'family', 'european']",['US'],,tt0114148,6.7,183269,39.789,7.0,d
tm189008,The Adventures of Huck Finn,MOVIE,"Mischievous Huck Finn is unnerved when his father, reemerging after years away, kidnaps him in an attempt to take away a $600 inheritance from his late mother. Fearing for his life, Huck fakes his own death and escapes. He soon runs into his friend, Jim, a slave fleeing his master. Together, the pair embarks on a raft journey down the Mississippi River, staying ahead of pursuers who blame the slave for Huck's alleged murder.",1993,PG,108,"['comedy', 'drama', 'family']",['US'],,tt0106223,6.2,8542,7.803,6.2,d
tm104563,Kazaam,MOVIE,"When Max fools a gang of local toughs, he finds himself in big trouble. Fleeing from the thugs, Max runs into an old warehouse and bumps into a boom box. By doing that, he manages to release Kazaam, a genie who has been held captive for thousands of years.",1996,PG,93,"['fantasy', 'comedy', 'family']",['US'],,tt0116756,3.0,24319,7.175,4.2,d
ts20699,The Little Mermaid,SHOW,"Disney's The Little Mermaid is an American animated television series produced by Walt Disney Television Animation based on the 1989 Disney film of the same name. It features the adventures of Ariel as a mermaid prior to the events of the film. This series is the first Disney television series to be spun off from a major animated film. Some of the voice actors of the film reprise their roles in the series, among them Jodi Benson as Ariel, Samuel E. Wright as Sebastian, Kenneth Mars as King Triton, and Pat Carroll as Ursula.",1992,TV-G,23,"['comedy', 'drama', 'family', 'fantasy', 'romance', 'animation']",['US'],3.0,tt0103477,6.7,5028,27.241,7.0,d
ts43344,Silver Surfer,SHOW,The adventures of the cosmic wanderer as he seeks his lost home after rebelling from his master.,1998,TV-Y7,20,"['scifi', 'thriller', 'animation', 'action']",['US'],1.0,tt0203268,7.0,2361,8.806,7.7,d
tm49681,Inspector Gadget,MOVIE,"John Brown is a bumbling but well-intentioned security guard who is badly injured in an explosion planned by an evil mastermind. He is taken to a laboratory, where Brenda, a leading robotics surgeon, replaces his damaged limbs with state-of-the-art gadgets and tools. Named ""Inspector Gadget"" by the press, John -- along with his niece, Penny, and her trusty dog, Brain -- uses his new powers to discover who was behind the explosion.",1999,PG,78,"['comedy', 'crime', 'family', 'scifi', 'action']",['US'],,tt0141369,4.1,47952,12.247,4.4,d
tm192747,Home Alone 3,MOVIE,"9-year-old Alex Pruitt is home alone with the chicken pox. Turns out, due to a mix-up among nefarious spies, Alex was given a toy car concealing a top-secret microchip. Now Alex must fend off the spies as they try to break into his house to get it back.",1997,PG,102,"['comedy', 'action', 'crime', 'family']",['US'],,tt0119303,4.5,115209,28.986,5.3,d
tm63063,Mighty Joe Young,MOVIE,"As a child living in Africa, Jill Young saw her mother killed while protecting wild gorillas from poachers led by Andrei Strasser. Now an adult, Jill cares for an orphaned gorilla named Joe -- who, due to a genetic anomaly, is 15 feet tall. When Gregg O'Hara arrives from California and sees the animal, he convinces Jill that Joe would be safest at his wildlife refuge. But Strasser follows them to the U.S., intent on capturing Joe for himself.",1998,PG,114,"['fantasy', 'family', 'thriller', 'action', 'european']",['US'],,tt0120751,5.7,29012,18.312,6.2,d
tm130852,"Honey, I Blew Up the Kid",MOVIE,"Wayne Szalinski is at it again. But instead of shrinking things, he tries to make a machine that can make things grow. As in the first one, his machine isn't quite accurate. But when he brings Nick & his toddler son Adam to see his invention, the machine unexpectedly starts working. And when Adam comes right up to the machine, he gets zapped along with his stuffed bunny.",1992,PG,89,"['scifi', 'family', 'romance', 'comedy']",['US'],,tt0104437,4.8,43943,16.61,5.2,d
ts21195,Smart Guy,SHOW,"T.J. is a boy genius who gets bumped up from the fourth grade to high school. T.J. tries to adjust to his new life, but he shares some classes with his 14 year-old brother Marcus, the school jock, and his clueless and self-absorbed 16 year-old sister Yvette.",1997,TV-G,22,"['comedy', 'drama', 'family']",['US'],3.0,tt0118466,7.4,5099,9.37,8.0,d
tm117838,D2: The Mighty Ducks,MOVIE,"After Gordon Bombay's hockey comeback is cut short he is named coach of Team USA Hockey for the Junior Goodwill Games. Bombay reunites the Mighty Ducks and introduces a few new players, however, he finds himself distracted by his newfound fame and must regather if the Ducks are to defeat tournament favourites Iceland.",1994,PG,106,"['drama', 'comedy', 'family', 'sport']",['US'],,tt0109520,6.0,40169,11.94,6.2,d
tm14980,Tom and Huck,MOVIE,"A mischievous young boy, Tom Sawyer, witnesses a murder by the deadly Injun Joe. Tom becomes friends with Huckleberry Finn, a boy with no future and no family. Tom has to choose between honoring a friendship or honoring an oath because the town alcoholic is accused of the murder. Tom and Huck go through several adventures trying to retrieve evidence.",1995,PG,97,"['drama', 'action', 'comedy', 'family', 'romance', 'western']",['US'],,tt0112302,5.5,10775,9.233,5.3,d
tm12374,White Fang,MOVIE,Jack London's classic adventure story about the friendship developed between a Yukon gold hunter and the mixed dog-wolf he rescues from the hands of a man who mistreats him.,1991,PG,107,"['drama', 'action', 'animation', 'family']",['US'],,tt0296281,6.0,64,17.082,6.7,d
ts12215,Bonkers,SHOW,"Bonkers is an animated American television series that aired from September 4, 1993 to August 24, 1995 in first-run syndication. The syndicated run was available both separately, and as part of The Disney Afternoon. The show was last seen on Toon Disney, but was taken off the schedule in late 2004.",1993,TV-Y7,25,"['comedy', 'western', 'action', 'fantasy', 'scifi', 'animation', 'crime', 'family']",['US'],4.0,tt0213334,6.7,1477,8.88,6.6,d
ts22263,Timon & Pumbaa,SHOW,"Set after the events of the ""The Lion King,"" follow Timon and Pumbaa as they go on misadventures in the jungle, as well as across the globe in various.",1995,TV-Y,22,"['comedy', 'scifi', 'animation', 'family', 'music', 'fantasy']",['US'],8.0,tt0112197,7.0,10053,44.456,7.2,d
ts22023,Hercules,SHOW,Follow Herc's many labors during the years he spent training on how to be a hero under the tutelage of satyr Phil. Many of the Olympian Gods and Goddesses pay visit to the young hero-to-be and help or hinder him in his new adventures.,1998,TV-Y,23,"['comedy', 'action', 'animation', 'family', 'fantasy']",['US'],2.0,tt0138967,6.6,10423,17.998,6.6,d
tm113048,Homeward Bound II: Lost in San Francisco,MOVIE,"When the pets accidentally get separated from their vacationing owners, Chance, Shadow, and Sassy navigate the mean streets of San Francisco, trying to find their home across the Golden Gate Bridge. But the road is blocked by a series of hazards, both man and beast.",1996,G,89,"['comedy', 'drama', 'family', 'romance']","['CA', 'US']",,tt0116552,6.0,14889,10.013,6.5,d
ts25438,Out of the Box,SHOW,"Out of the Box is a Disney Channel TV series that takes place in a playhouse made entirely of cardboard boxes, where two hosts, Tony James and Vivian McLaughlin Bayubay, make crafts, sing songs, and act out plays.

Two special episodes were released on VHS by Walt Disney Home Video, Out of the Box: Trick or Treat, and Out of the Box: Happy Holidays. Trick or Treat is also available on the DVD entitled Rolie Polie Olie: A Spookie Ookie Halloween.

The series was created and executive produced by Douglas Love and was based on his series of books from HarperCollins. Three seasons were filmed at Kaufman Astoria Studios in New York City. The series earned three Parents' Choice Awards for excellence in television and an Emmy nomination.",1998,TV-Y,24,"['music', 'comedy', 'family', 'fantasy', 'sport', 'documentation']",['US'],3.0,tt0277514,7.4,990,2.063,10.0,d
tm39792,My Favorite Martian,MOVIE,"News producer, Tim O'Hara gets himself fired for unwillingly compromising his bosses' daughter during a live transmission. A little later, he witnesses the crashing of a small Martian spacecraft, realizing his one-time chance of delivering a story that will rock the earth. Since Tim took the original but scaled-down spaceship with him, the Martian follows him to retrieve it.",1999,PG,94,"['drama', 'comedy', 'family', 'scifi']",['US'],,tt0120764,5.0,13542,11.694,5.6,d
ts9805,Adventures in Wonderland,SHOW,"Adventures in Wonderland is a live-action musical television series based on Walt Disney's animated classic Alice in Wonderland. In the series, Alice, was portrayed as a girl who can go to and from Wonderland simply by walking through her mirror.

The show ran from 1992 to 1995 on the Disney Channel and on stations across the country. Like many Disney Channel original shows, Adventures in Wonderland was taped at Disney-MGM Studios at the Walt Disney World Resort in Lake Buena Vista, Florida, with two sound stages used exclusively for the show, but only for its first 40 episodes. Afterward, shooting was moved to Los Angeles, CA.

Walt Disney Studios Home Entertainment released three VHS tapes of certain episodes.",1992,TV-Y,28,"['scifi', 'comedy', 'family', 'fantasy']",['US'],5.0,tt0300712,7.9,727,2.512,7.0,d
ts20967,So Weird,SHOW,"Fourteen-year-old Fi Phillips investigates the paranormal while touring the country in a bus with her widowed rock-star mom and her skeptical brother, Jack. At the beginning of Season 3, Fi passed the job of case cracker to a songbird named Annie",1999,TV-PG,24,"['scifi', 'family', 'thriller']",['US'],3.0,tt0169247,8.4,2960,3.92,7.6,d
tm10920,A Kid in King Arthur's Court,MOVIE,"A Southern California kid named Calvin Fuller is magically transported to the medieval kingdom of Camelot through a crack in the ground caused by an earthquake. Once there, he learns he was summoned by the wizard Merlin, who needs Calvin to save Camelot. Using dazzling modern inventions, can Calvin help King Arthur retain his crown and thwart the evil Lord Belasco?",1995,PG,89,"['comedy', 'romance', 'family', 'fantasy']",['US'],,tt0113538,4.7,6196,9.962,4.8,d
tm11400,Operation Dumbo Drop,MOVIE,"Five Green Berets stationed in Vietnam in 1968 grudgingly undertake the mission of a lifetime -- to secretly transport an 8,000-pound elephant through 200 miles of rough jungle terrain. High jinks prevail when Capt. Sam Cahill promises the Montagnard villagers of Dak Nhe that he'll replace their prized elephant in time for an important ritual. But for Capt. T.C. Doyle, the mission becomes a jumbo-sized headache!",1995,PG,107,"['comedy', 'drama', 'family', 'war', 'action']",['US'],,tt0114048,5.1,9008,8.076,5.1,d
tm192728,Mr. Magoo,MOVIE,"Mr. Magoo, a man with terrible eyesight, gets caught up in a museum robbery.",1997,PG,84,"['comedy', 'family']",['US'],,tt0119718,4.0,15236,10.708,4.4,d
ts20912,Mighty Ducks: The Animated Series,SHOW,"Mighty Ducks is an American animated television series that aired on ABC and The Disney Afternoon in the fall of 1996. The show was inspired by and loosely based on the live-action films and NHL team of the same name. T

DisneyQuest, an ""Indoor Interactive Theme Park"" located in the Downtown Disney area of the Walt Disney World Resort, has an attraction loosely based on the program called Mighty Ducks Pinball Slam. Wildwing is the only character from the show featured, first as a life-size cutout at the front of the queue line and then again as the goalie in the game.",1996,TV-Y7,22,"['action', 'sport', 'family', 'animation', 'comedy', 'scifi', 'drama']",['US'],1.0,tt0115269,6.4,1925,5.32,6.6,d
ts20689,Goof Troop,SHOW,"Goofy is a single father raising his son, Max in Spoonerville. As it happens, Goofy and Max end up moving in next door to Goofy's high school friend Pete and his family. Pete's son PJ and Max become best friends practically doing everything together.",1992,TV-G,22,"['animation', 'comedy', 'family', 'music']",['US'],2.0,tt0103428,6.8,8582,11.798,6.6,d
